0.0128,0.00884081
0.166,0.01416474
0.3168,0.01831284
0.4588,0.01238386
0.5884,0.0085557
0.7016,0.01089954
0.7952,0.01370255
0.8676,0.00263818
0.9164,0.00344093
0.9408,0.00228035
0.94,0.00257682
0.9136,0.00574804
0.8592,0.00678233
0.7852,0.00802496
0.6956,0.01428846
0.5904,0.00637495
0.4764,0.01621851
0.3532,0.01114271
0.2224,0.00832827
0.0912,0.02261327
-0.0288,0.02238392
-0.1428,0.0224446
-0.2516,0.01843475
-0.3452,0.00523068
-0.424,0.01710672
-0.4904,0.01467787
-0.5488,0.00970361
-0.5856,0.01686891
-0.6036,0.02006589
-0.6112,0.00422374
-0.596,0.00860233
-0.57,0.00673498
-0.5328,0.01527089
-0.4848,0.01094349
-0.4268,0.01705286
-0.3596,0.01666613
-0.2856,0.01521315
-0.2056,0.01155855
-0.122,0.01938453
-0.0356,0.01621604
